,Action,org:resource,concept:name,EventOrigin,EventID,lifecycle:transition,time:timestamp,case:LoanGoal,case:ApplicationType,case:concept:name,case:RequestedAmount,FirstWithdrawalAmount,NumberOfTerms,Accepted,MonthlyCost,Selected,CreditScore,OfferedAmount,OfferID
504438,statechange,User_45,A_Accepted,Application,ApplState_806781596,complete,2016-06-20 09:30:38.560000+00:00,Existing loan takeover,New credit,Application_2033194035,65000.0,,,,,,,,
504439,Created,User_45,O_Create Offer,Offer,Offer_1691599853,complete,2016-06-20 09:35:23.590000+00:00,Existing loan takeover,New credit,Application_2033194035,65000.0,11080.0,111.0,False,748.67,True,825.0,69000.0,
504440,statechange,User_45,O_Created,Offer,OfferState_684563311,complete,2016-06-20 09:35:25.097000+00:00,Existing loan takeover,New credit,Application_2033194035,65000.0,,,,,,,,Offer_1691599853
504441,Released,User_45,W_Complete application,Workflow,Workitem_1235990270,suspend,2016-06-20 09:35:49.630000+00:00,Existing loan takeover,New credit,Application_2033194035,65000.0,,,,,,,,
504442,statechange,User_45,O_Sent (mail and online),Offer,OfferState_235319206,complete,2016-06-20 09:37:25.916000+00:00,Existing loan takeover,New credit,Application_2033194035,65000.0,,,,,,,,Offer_1691599853
504443,Deleted,User_45,W_Complete application,Workflow,Workitem_389488602,ate_abort,2016-06-20 09:37:25.975000+00:00,Existing loan takeover,New credit,Application_2033194035,65000.0,,,,,,,,
504444,Created,User_45,W_Call after offers,Workflow,Workitem_806639640,schedule,2016-06-20 09:37:26.003000+00:00,Existing loan takeover,New credit,Application_2033194035,65000.0,,,,,,,,
504445,Obtained,User_45,W_Call after offers,Workflow,Workitem_1021524480,start,2016-06-20 09:37:26.021000+00:00,Existing loan takeover,New credit,Application_2033194035,65000.0,,,,,,,,
504446,statechange,User_45,A_Complete,Application,ApplState_1341885061,complete,2016-06-20 09:37:26.033000+00:00,Existing loan takeover,New credit,Application_2033194035,65000.0,,,,,,,,
504447,Released,User_45,W_Call after offers,Workflow,Workitem_1934263554,suspend,2016-06-20 09:38:26.891000+00:00,Existing loan takeover,New credit,Application_2033194035,65000.0,,,,,,,,
504448,Obtained,User_18,W_Call after offers,Workflow,Workitem_1942124268,resume,2016-06-24 12:19:49.074000+00:00,Existing loan takeover,New credit,Application_2033194035,65000.0,,,,,,,,
504449,Released,User_18,W_Call after offers,Workflow,Workitem_400656326,suspend,2016-06-24 12:20:24.891000+00:00,Existing loan takeover,New credit,Application_2033194035,65000.0,,,,,,,,
504450,Deleted,User_125,W_Call after offers,Workflow,Workitem_1841472954,ate_abort,2016-06-29 11:01:12.816000+00:00,Existing loan takeover,New credit,Application_2033194035,65000.0,,,,,,,,
504451,Created,User_125,W_Validate application,Workflow,Workitem_1623411308,schedule,2016-06-29 11:01:12.888000+00:00,Existing loan takeover,New credit,Application_2033194035,65000.0,,,,,,,,
504452,Obtained,User_125,W_Validate application,Workflow,Workitem_1597526402,start,2016-06-29 11:01:12.892000+00:00,Existing loan takeover,New credit,Application_2033194035,65000.0,,,,,,,,
504453,statechange,User_125,A_Validating,Application,ApplState_1221251604,complete,2016-06-29 11:01:13.738000+00:00,Existing loan takeover,New credit,Application_2033194035,65000.0,,,,,,,,
504454,statechange,User_125,O_Returned,Offer,OfferState_1148948732,complete,2016-06-29 11:03:28.760000+00:00,Existing loan takeover,New credit,Application_2033194035,65000.0,,,,,,,,Offer_1691599853
504455,Released,User_125,W_Validate application,Workflow,Workitem_523405720,suspend,2016-06-29 11:05:57.017000+00:00,Existing loan takeover,New credit,Application_2033194035,65000.0,,,,,,,,
504456,Obtained,User_87,W_Validate application,Workflow,Workitem_199768734,resume,2016-07-05 05:51:01.990000+00:00,Existing loan takeover,New credit,Application_2033194035,65000.0,,,,,,,,
504457,Released,User_87,W_Validate application,Workflow,Workitem_934405432,suspend,2016-07-05 05:51:07.062000+00:00,Existing loan takeover,New credit,Application_2033194035,65000.0,,,,,,,,
504458,Obtained,User_29,W_Validate application,Workflow,Workitem_2104997530,resume,2016-07-05 10:06:47.315000+00:00,Existing loan takeover,New credit,Application_2033194035,65000.0,,,,,,,,
504459,Deleted,User_29,W_Validate application,Workflow,Workitem_1015272584,complete,2016-07-05 10:17:00.709000+00:00,Existing loan takeover,New credit,Application_2033194035,65000.0,,,,,,,,
504460,Created,User_29,W_Call incomplete files,Workflow,Workitem_328647824,schedule,2016-07-05 10:17:00.715000+00:00,Existing loan takeover,New credit,Application_2033194035,65000.0,,,,,,,,
504461,Obtained,User_29,W_Call incomplete files,Workflow,Workitem_256911733,start,2016-07-05 10:17:00.717000+00:00,Existing loan takeover,New credit,Application_2033194035,65000.0,,,,,,,,
504462,statechange,User_29,A_Incomplete,Application,ApplState_975670814,complete,2016-07-05 10:17:00.718000+00:00,Existing loan takeover,New credit,Application_2033194035,65000.0,,,,,,,,
504463,Released,User_29,W_Call incomplete files,Workflow,Workitem_2006189821,suspend,2016-07-05 10:17:14.438000+00:00,Existing loan takeover,New credit,Application_2033194035,65000.0,,,,,,,,
504464,Obtained,User_2,W_Call incomplete files,Workflow,Workitem_1158977847,resume,2016-07-06 08:06:19.509000+00:00,Existing loan takeover,New credit,Application_2033194035,65000.0,,,,,,,,
504465,Released,User_2,W_Call incomplete files,Workflow,Workitem_1143966533,suspend,2016-07-06 08:11:13.660000+00:00,Existing loan takeover,New credit,Application_2033194035,65000.0,,,,,,,,
504466,Obtained,User_14,W_Call incomplete files,Workflow,Workitem_61121305,resume,2016-07-06 08:39:08.613000+00:00,Existing loan takeover,New credit,Application_2033194035,65000.0,,,,,,,,
504467,Released,User_14,W_Call incomplete files,Workflow,Workitem_1338889474,suspend,2016-07-06 08:40:15.897000+00:00,Existing loan takeover,New credit,Application_2033194035,65000.0,,,,,,,,
504468,Deleted,User_127,W_Call incomplete files,Workflow,Workitem_65454405,ate_abort,2016-07-08 14:22:21.761000+00:00,Existing loan takeover,New credit,Application_2033194035,65000.0,,,,,,,,
504469,Created,User_127,W_Validate application,Workflow,Workitem_1154519079,schedule,2016-07-08 14:22:21.769000+00:00,Existing loan takeover,New credit,Application_2033194035,65000.0,,,,,,,,
504470,Obtained,User_127,W_Validate application,Workflow,Workitem_939433811,start,2016-07-08 14:22:21.772000+00:00,Existing loan takeover,New credit,Application_2033194035,65000.0,,,,,,,,
504471,statechange,User_127,A_Validating,Application,ApplState_976186607,complete,2016-07-08 14:22:21.848000+00:00,Existing loan takeover,New credit,Application_2033194035,65000.0,,,,,,,,
504472,Released,User_127,W_Validate application,Workflow,Workitem_290853628,suspend,2016-07-08 14:22:31.733000+00:00,Existing loan takeover,New credit,Application_2033194035,65000.0,,,,,,,,
504473,Obtained,User_29,W_Validate application,Workflow,Workitem_1567603539,resume,2016-07-11 07:51:54.827000+00:00,Existing loan takeover,New credit,Application_2033194035,65000.0,,,,,,,,
504474,Released,User_29,W_Validate application,Workflow,Workitem_1203295586,suspend,2016-07-11 07:57:09.890000+00:00,Existing loan takeover,New credit,Application_2033194035,65000.0,,,,,,,,
504475,Obtained,User_29,W_Validate application,Workflow,Workitem_2005957252,resume,2016-07-11 08:30:50.441000+00:00,Existing loan takeover,New credit,Application_2033194035,65000.0,,,,,,,,
504476,Deleted,User_29,W_Validate application,Workflow,Workitem_1513380230,complete,2016-07-11 08:51:54.491000+00:00,Existing loan takeover,New credit,Application_2033194035,65000.0,,,,,,,,
504477,Created,User_29,W_Call incomplete files,Workflow,Workitem_1262821260,schedule,2016-07-11 08:51:54.499000+00:00,Existing loan takeover,New credit,Application_2033194035,65000.0,,,,,,,,
504478,Obtained,User_29,W_Call incomplete files,Workflow,Workitem_1898388033,start,2016-07-11 08:51:54.501000+00:00,Existing loan takeover,New credit,Application_2033194035,65000.0,,,,,,,,
504479,statechange,User_29,A_Incomplete,Application,ApplState_881858574,complete,2016-07-11 08:51:54.504000+00:00,Existing loan takeover,New credit,Application_2033194035,65000.0,,,,,,,,
504480,Released,User_29,W_Call incomplete files,Workflow,Workitem_1708974210,suspend,2016-07-11 08:52:01.790000+00:00,Existing loan takeover,New credit,Application_2033194035,65000.0,,,,,,,,
504481,Obtained,User_24,W_Call incomplete files,Workflow,Workitem_195417886,resume,2016-07-11 12:07:37.378000+00:00,Existing loan takeover,New credit,Application_2033194035,65000.0,,,,,,,,
504482,Released,User_24,W_Call incomplete files,Workflow,Workitem_1672170834,suspend,2016-07-11 12:11:39.413000+00:00,Existing loan takeover,New credit,Application_2033194035,65000.0,,,,,,,,
504483,Obtained,User_24,W_Call incomplete files,Workflow,Workitem_495548267,resume,2016-07-11 12:27:55.948000+00:00,Existing loan takeover,New credit,Application_2033194035,65000.0,,,,,,,,
504484,Released,User_24,W_Call incomplete files,Workflow,Workitem_1570347490,suspend,2016-07-11 12:28:38.174000+00:00,Existing loan takeover,New credit,Application_2033194035,65000.0,,,,,,,,
504485,Obtained,User_5,W_Call incomplete files,Workflow,Workitem_241462966,resume,2016-07-13 10:05:55.646000+00:00,Existing loan takeover,New credit,Application_2033194035,65000.0,,,,,,,,
504486,Released,User_5,W_Call incomplete files,Workflow,Workitem_2064948874,suspend,2016-07-13 10:08:35.706000+00:00,Existing loan takeover,New credit,Application_2033194035,65000.0,,,,,,,,
504487,Obtained,User_39,W_Call incomplete files,Workflow,Workitem_640787149,resume,2016-07-13 13:16:13.090000+00:00,Existing loan takeover,New credit,Application_2033194035,65000.0,,,,,,,,
504488,Released,User_39,W_Call incomplete files,Workflow,Workitem_652453378,suspend,2016-07-13 13:17:04.686000+00:00,Existing loan takeover,New credit,Application_2033194035,65000.0,,,,,,,,
504489,Deleted,User_86,W_Call incomplete files,Workflow,Workitem_2007185345,ate_abort,2016-07-16 11:21:51.027000+00:00,Existing loan takeover,New credit,Application_2033194035,65000.0,,,,,,,,
504490,Created,User_86,W_Validate application,Workflow,Workitem_1929681408,schedule,2016-07-16 11:21:51.033000+00:00,Existing loan takeover,New credit,Application_2033194035,65000.0,,,,,,,,
504491,Obtained,User_86,W_Validate application,Workflow,Workitem_410493379,start,2016-07-16 11:21:51.035000+00:00,Existing loan takeover,New credit,Application_2033194035,65000.0,,,,,,,,
504492,statechange,User_86,A_Validating,Application,ApplState_2027428396,complete,2016-07-16 11:21:51.105000+00:00,Existing loan takeover,New credit,Application_2033194035,65000.0,,,,,,,,
504493,Released,User_86,W_Validate application,Workflow,Workitem_921802409,suspend,2016-07-16 12:16:42.419000+00:00,Existing loan takeover,New credit,Application_2033194035,65000.0,,,,,,,,
504494,Deleted,User_29,W_Validate application,Workflow,Workitem_135577955,ate_abort,2016-07-18 07:35:17.458000+00:00,Existing loan takeover,New credit,Application_2033194035,65000.0,,,,,,,,
504495,Created,User_29,W_Call incomplete files,Workflow,Workitem_358633666,schedule,2016-07-18 07:35:17.469000+00:00,Existing loan takeover,New credit,Application_2033194035,65000.0,,,,,,,,
504496,Obtained,User_29,W_Call incomplete files,Workflow,Workitem_849717415,start,2016-07-18 07:35:17.471000+00:00,Existing loan takeover,New credit,Application_2033194035,65000.0,,,,,,,,
504497,statechange,User_29,A_Incomplete,Application,ApplState_1479271642,complete,2016-07-18 07:35:17.473000+00:00,Existing loan takeover,New credit,Application_2033194035,65000.0,,,,,,,,
504498,Released,User_29,W_Call incomplete files,Workflow,Workitem_938649077,suspend,2016-07-18 07:36:52.194000+00:00,Existing loan takeover,New credit,Application_2033194035,65000.0,,,,,,,,
504499,Obtained,User_42,W_Call incomplete files,Workflow,Workitem_1369217291,resume,2016-07-18 14:14:40.759000+00:00,Existing loan takeover,New credit,Application_2033194035,65000.0,,,,,,,,
504500,Released,User_42,W_Call incomplete files,Workflow,Workitem_1680489920,suspend,2016-07-18 14:18:43.500000+00:00,Existing loan takeover,New credit,Application_2033194035,65000.0,,,,,,,,
504501,statechange,User_109,O_Accepted,Offer,OfferState_1568793899,complete,2016-07-22 05:54:31.928000+00:00,Existing loan takeover,New credit,Application_2033194035,65000.0,,,,,,,,Offer_1691599853
504502,statechange,User_109,A_Pending,Application,ApplState_1237773501,complete,2016-07-22 05:54:31.935000+00:00,Existing loan takeover,New credit,Application_2033194035,65000.0,,,,,,,,
504503,Deleted,User_109,W_Call incomplete files,Workflow,Workitem_756300922,ate_abort,2016-07-22 05:54:31.941000+00:00,Existing loan takeover,New credit,Application_2033194035,65000.0,,,,,,,,
518170,Created,User_1,A_Create Application,Application,Application_761346185,complete,2016-06-21 10:42:01.127000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518171,statechange,User_1,A_Submitted,Application,ApplState_1086572300,complete,2016-06-21 10:42:01.177000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518172,Created,User_1,W_Handle leads,Workflow,Workitem_1377881929,schedule,2016-06-21 10:42:01.405000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518173,Obtained,User_7,W_Handle leads,Workflow,Workitem_347208248,start,2016-06-21 10:42:22.724000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518174,Released,User_7,W_Handle leads,Workflow,Workitem_671791594,suspend,2016-06-21 10:42:33.874000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518175,Deleted,User_1,W_Handle leads,Workflow,Workitem_105355020,ate_abort,2016-06-21 10:43:09.640000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518176,Created,User_1,W_Complete application,Workflow,Workitem_2038766630,schedule,2016-06-21 10:43:09.656000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518177,statechange,User_1,A_Concept,Application,ApplState_1653261941,complete,2016-06-21 10:43:09.664000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518178,statechange,User_17,A_Accepted,Application,ApplState_2038252219,complete,2016-06-22 14:29:38.237000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518179,Obtained,User_40,W_Complete application,Workflow,Workitem_36100172,start,2016-06-22 17:36:53.501000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518180,Released,User_40,W_Complete application,Workflow,Workitem_1625393046,suspend,2016-06-22 17:37:25.472000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518181,Obtained,User_44,W_Complete application,Workflow,Workitem_504592628,resume,2016-06-22 17:40:28.373000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518182,Released,User_44,W_Complete application,Workflow,Workitem_411728303,suspend,2016-06-22 17:41:09.546000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518183,Obtained,User_18,W_Complete application,Workflow,Workitem_1382104870,resume,2016-06-22 17:42:15.451000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518184,Released,User_18,W_Complete application,Workflow,Workitem_351435780,suspend,2016-06-22 17:43:20.226000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518185,Obtained,User_16,W_Complete application,Workflow,Workitem_1840152574,resume,2016-06-22 17:43:34.107000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518186,Released,User_16,W_Complete application,Workflow,Workitem_1119982707,suspend,2016-06-22 17:43:48.324000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518187,Obtained,User_10,W_Complete application,Workflow,Workitem_1270851902,resume,2016-06-22 17:44:55.255000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518188,Released,User_10,W_Complete application,Workflow,Workitem_2092802483,suspend,2016-06-22 17:45:28.265000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518189,Obtained,User_36,W_Complete application,Workflow,Workitem_1879084718,resume,2016-06-22 17:50:36.739000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518190,Released,User_36,W_Complete application,Workflow,Workitem_864616840,suspend,2016-06-22 17:51:10.993000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518191,Obtained,User_46,W_Complete application,Workflow,Workitem_1371662638,resume,2016-06-22 17:53:56.551000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518192,Released,User_46,W_Complete application,Workflow,Workitem_676816177,suspend,2016-06-22 17:54:17.409000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518193,Obtained,User_85,W_Complete application,Workflow,Workitem_1750796553,resume,2016-06-22 17:54:26.032000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518194,Released,User_85,W_Complete application,Workflow,Workitem_1139975787,suspend,2016-06-22 17:54:57.997000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518195,Obtained,User_21,W_Complete application,Workflow,Workitem_2053592740,resume,2016-06-22 17:56:02.259000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518196,Released,User_21,W_Complete application,Workflow,Workitem_1062901250,suspend,2016-06-22 17:56:20.865000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518197,Obtained,User_51,W_Complete application,Workflow,Workitem_1641350455,resume,2016-06-22 17:58:02.627000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518198,Released,User_51,W_Complete application,Workflow,Workitem_953204213,suspend,2016-06-22 17:58:28.963000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518199,Obtained,User_27,W_Complete application,Workflow,Workitem_1873540722,resume,2016-06-22 18:00:51.541000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518200,Released,User_27,W_Complete application,Workflow,Workitem_1818719361,suspend,2016-06-22 18:01:08.846000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518201,Obtained,User_14,W_Complete application,Workflow,Workitem_1128752041,resume,2016-06-22 18:03:19.753000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518202,Released,User_14,W_Complete application,Workflow,Workitem_781749749,suspend,2016-06-22 18:03:32.272000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518203,Obtained,User_71,W_Complete application,Workflow,Workitem_1563021894,resume,2016-06-22 18:17:21.677000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518204,Released,User_71,W_Complete application,Workflow,Workitem_1803749119,suspend,2016-06-22 18:18:06.096000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518205,Obtained,User_37,W_Complete application,Workflow,Workitem_1713005938,resume,2016-06-22 18:18:25.364000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518206,Released,User_37,W_Complete application,Workflow,Workitem_565922213,suspend,2016-06-22 18:19:07.753000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518207,Obtained,User_40,W_Complete application,Workflow,Workitem_1488611416,resume,2016-06-22 18:21:10.613000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518208,Released,User_40,W_Complete application,Workflow,Workitem_549014283,suspend,2016-06-22 18:21:21.990000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518209,Obtained,User_28,W_Complete application,Workflow,Workitem_226568513,resume,2016-06-22 18:21:55.877000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518210,Released,User_28,W_Complete application,Workflow,Workitem_1912121647,suspend,2016-06-22 18:23:41.122000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518211,Obtained,User_60,W_Complete application,Workflow,Workitem_697172140,resume,2016-06-22 18:25:40.885000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518212,Released,User_60,W_Complete application,Workflow,Workitem_960767203,suspend,2016-06-22 18:25:49.452000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518213,Obtained,User_53,W_Complete application,Workflow,Workitem_206253586,resume,2016-06-22 18:26:59.200000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518214,Released,User_53,W_Complete application,Workflow,Workitem_1280345175,suspend,2016-06-22 18:27:13.471000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518215,Obtained,User_52,W_Complete application,Workflow,Workitem_2022130140,resume,2016-06-22 18:33:39.872000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518216,Released,User_52,W_Complete application,Workflow,Workitem_2066618108,suspend,2016-06-22 18:33:58.010000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518217,Obtained,User_53,W_Complete application,Workflow,Workitem_1622696352,resume,2016-06-22 18:34:23.659000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518218,Released,User_53,W_Complete application,Workflow,Workitem_1113448490,suspend,2016-06-22 18:34:29.067000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518219,Obtained,User_46,W_Complete application,Workflow,Workitem_1834593007,resume,2016-06-22 18:38:35.526000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518220,Released,User_46,W_Complete application,Workflow,Workitem_998524549,suspend,2016-06-22 18:38:47.228000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518221,Obtained,User_51,W_Complete application,Workflow,Workitem_1318916263,resume,2016-06-22 18:40:41.491000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518222,Released,User_51,W_Complete application,Workflow,Workitem_174014798,suspend,2016-06-22 18:41:00.576000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518223,Obtained,User_40,W_Complete application,Workflow,Workitem_334036547,resume,2016-06-22 18:41:47.114000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518224,Released,User_40,W_Complete application,Workflow,Workitem_1110400283,suspend,2016-06-22 18:41:58.092000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518225,Obtained,User_36,W_Complete application,Workflow,Workitem_102676744,resume,2016-06-22 18:45:23.842000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518226,Released,User_36,W_Complete application,Workflow,Workitem_733027886,suspend,2016-06-22 18:45:30.386000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518227,Obtained,User_43,W_Complete application,Workflow,Workitem_1445621916,resume,2016-06-22 18:52:14.911000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518228,Released,User_43,W_Complete application,Workflow,Workitem_1015995589,suspend,2016-06-22 18:52:37.246000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518229,Obtained,User_61,W_Complete application,Workflow,Workitem_1462034784,resume,2016-06-22 18:53:00.757000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518230,Released,User_61,W_Complete application,Workflow,Workitem_523477443,suspend,2016-06-22 18:53:20.989000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518231,Obtained,User_18,W_Complete application,Workflow,Workitem_788327274,resume,2016-06-23 07:11:43.820000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518232,Released,User_18,W_Complete application,Workflow,Workitem_1175191596,suspend,2016-06-23 07:11:52.575000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518233,Obtained,User_48,W_Complete application,Workflow,Workitem_1761675557,resume,2016-06-23 07:38:54.367000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518234,Released,User_48,W_Complete application,Workflow,Workitem_382202439,suspend,2016-06-23 07:40:30.006000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518235,Created,User_10,O_Create Offer,Offer,Offer_1580579596,complete,2016-06-23 08:51:04.577000+00:00,Car,New credit,Application_761346185,8000.0,0.0,45.0,False,200.0,True,779.0,8000.0,
518236,statechange,User_10,O_Created,Offer,OfferState_245480998,complete,2016-06-23 08:51:05.868000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,Offer_1580579596
518237,statechange,User_10,O_Sent (mail and online),Offer,OfferState_163359288,complete,2016-06-23 08:51:56.052000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,Offer_1580579596
518238,Deleted,User_10,W_Complete application,Workflow,Workitem_672145497,ate_abort,2016-06-23 08:51:56.067000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518239,Created,User_10,W_Call after offers,Workflow,Workitem_457238635,schedule,2016-06-23 08:51:56.075000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518240,Obtained,User_10,W_Call after offers,Workflow,Workitem_1188057732,start,2016-06-23 08:51:56.077000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518241,statechange,User_10,A_Complete,Application,ApplState_523690619,complete,2016-06-23 08:51:56.079000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518242,Released,User_10,W_Call after offers,Workflow,Workitem_494145649,suspend,2016-06-23 08:53:18.517000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518243,Obtained,User_27,W_Call after offers,Workflow,Workitem_713957684,resume,2016-06-27 13:26:45.085000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518244,Released,User_27,W_Call after offers,Workflow,Workitem_290991932,suspend,2016-06-27 13:27:23.761000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518245,Deleted,User_122,W_Call after offers,Workflow,Workitem_45356661,ate_abort,2016-06-29 11:13:45.807000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518246,Created,User_122,W_Validate application,Workflow,Workitem_1101054931,schedule,2016-06-29 11:13:45.814000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518247,Obtained,User_122,W_Validate application,Workflow,Workitem_919683959,start,2016-06-29 11:13:45.816000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518248,statechange,User_122,A_Validating,Application,ApplState_1747240559,complete,2016-06-29 11:13:47.012000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518249,statechange,User_122,O_Returned,Offer,OfferState_993866607,complete,2016-06-29 11:13:53.679000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,Offer_1580579596
518250,Released,User_122,W_Validate application,Workflow,Workitem_1701571501,suspend,2016-06-29 11:16:05.503000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518251,Obtained,User_83,W_Validate application,Workflow,Workitem_1275290760,resume,2016-07-01 09:41:01.249000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518252,Released,User_83,W_Validate application,Workflow,Workitem_1508166391,suspend,2016-07-01 09:41:07.404000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518253,Obtained,User_87,W_Validate application,Workflow,Workitem_872240930,resume,2016-07-05 05:51:59.280000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518254,Released,User_87,W_Validate application,Workflow,Workitem_1286599052,suspend,2016-07-05 05:52:03.843000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518255,Obtained,User_87,W_Validate application,Workflow,Workitem_1045719543,resume,2016-07-05 06:35:13.139000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518256,statechange,User_87,O_Accepted,Offer,OfferState_476574745,complete,2016-07-05 06:59:34.018000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,Offer_1580579596
518257,statechange,User_87,A_Pending,Application,ApplState_871137637,complete,2016-07-05 06:59:34.059000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
518258,Deleted,User_87,W_Validate application,Workflow,Workitem_1879361371,complete,2016-07-05 06:59:34.066000+00:00,Car,New credit,Application_761346185,8000.0,,,,,,,,
525063,Created,User_52,A_Create Application,Application,Application_574725645,complete,2016-06-22 17:52:34.721000+00:00,Car,New credit,Application_574725645,10000.0,,,,,,,,
525064,Created,User_52,W_Complete application,Workflow,Workitem_871859053,schedule,2016-06-22 17:52:34.745000+00:00,Car,New credit,Application_574725645,10000.0,,,,,,,,
525065,Obtained,User_52,W_Complete application,Workflow,Workitem_202498912,start,2016-06-22 17:52:34.749000+00:00,Car,New credit,Application_574725645,10000.0,,,,,,,,
525066,statechange,User_52,A_Concept,Application,ApplState_634918699,complete,2016-06-22 17:52:34.754000+00:00,Car,New credit,Application_574725645,10000.0,,,,,,,,
